U015,V006,2
U093,V072,2
U066,V061,0
U079,V076,1
U063,V024,1
U079,V036,3
U160,V032,3
U006,V040,1
U010,V027,3
U200,V076,1
U192,V006,3
U171,V047,2
U166,V085,3
U195,V035,3
U156,V026,4
U011,V099,2
U045,V087,1
U107,V003,3
U004,V058,4
U084,V088,3
U144,V056,2
U125,V046,1
U004,V033,4
U134,V024,2
U159,V081,5
U035,V051,3
U160,V091,3
U139,V019,3
U017,V025,1
U040,V057,3
U151,V096,2
U026,V024,4
U036,V028,0
U195,V070,4
U058,V050,4
U123,V078,4
U180,V055,1
U046,V080,3
U124,V080,4
U086,V060,0
U153,V099,0
U069,V042,0
U002,V029,1
U072,V073,3
U141,V048,4
U099,V058,0
U190,V006,0
U026,V061,1
U175,V078,1
U043,V085,4
U068,V066,1
U131,V002,4
U096,V055,1
U053,V009,1
U025,V013,4
U006,V065,3
U182,V030,4
U005,V013,4
U034,V041,4
U004,V085,1
U194,V011,2
U078,V085,1
U094,V002,1
U100,V084,5
U088,V017,0
U138,V023,4
U030,V049,2
U156,V067,2
U073,V016,4
U197,V092,0
U066,V087,0
U094,V039,1
U048,V067,0
U194,V033,1
U118,V046,5
U018,V078,1
U135,V048,3
U195,V067,1
U157,V013,1
U146,V077,1
U084,V039,5
U042,V058,3
U061,V009,2
U007,V070,5
U091,V002,2
U120,V007,3
U005,V093,0
U136,V006,1
U181,V064,1
U005,V064,0
U122,V064,1
U043,V032,0
U031,V076,4
U168,V019,3
U005,V082,0
U046,V062,3
U144,V015,3
U089,V085,0
U177,V064,1
U004,V068,3
U141,V010,0
U086,V042,0
U157,V091,3
U058,V033,0
U039,V087,2
U182,V083,1
U013,V074,1
U065,V010,5
U099,V085,1
U019,V060,4
U125,V057,4
U136,V024,4
U087,V098,2
U053,V064,3
U032,V088,0
U025,V091,4
U192,V073,3
U154,V015,3
U091,V098,3
U191,V025,1
U132,V013,3
U139,V044,1
U025,V047,4
U065,V001,0
U196,V098,1
U175,V047,2
U092,V029,3
U163,V013,2
U147,V012,3
U128,V069,5
U005,V076,3
U157,V001,1
U044,V060,3
U014,V063,0
U133,V093,2
U140,V023,3
U162,V001,4
U125,V025,4
U106,V014,2
U025,V054,4
U134,V050,2
U102,V041,2
U120,V019,5
U127,V007,4
U029,V015,5
U147,V055,5
U154,V014,5
U146,V037,5
U108,V024,4
U051,V077,5
U074,V100,0
U053,V053,4
U174,V025,0
U057,V093,0
U018,V083,5
U136,V018,0
U053,V001,3
U047,V075,1
U096,V092,4
U084,V040,3
U180,V073,1
U034,V089,0
U080,V008,5
U054,V080,2
U149,V017,4
U076,V062,5
U158,V025,2
U132,V055,2
U073,V100,1
U162,V086,0
U192,V071,0
U122,V074,1
U008,V047,0
U184,V060,5
U178,V063,2
U092,V026,1
U054,V046,3
U112,V026,0
U100,V032,0
U085,V089,0
U188,V069,1
U133,V026,5
U193,V014,4
U077,V026,3
U193,V045,4
U047,V042,1
U094,V095,0
U090,V092,0
U172,V024,2
U124,V055,5
U032,V052,1
U167,V096,3
U025,V044,4
U051,V002,5
U012,V027,0
U005,V001,0
U032,V058,1
U129,V008,2
U027,V054,1
U186,V012,0
U007,V078,5
U185,V031,3
U158,V011,1
U181,V100,5
U050,V065,2
U187,V052,4
U164,V080,0
U017,V050,4
U049,V092,4
U010,V093,1
U160,V031,1
U195,V006,3
U047,V100,1
U154,V097,3
U168,V005,0
U024,V019,2
U100,V058,2
U042,V097,2
U171,V002,2
U078,V060,2
U149,V052,1
U161,V020,1
U069,V012,1
U162,V060,0
U023,V053,2
U006,V041,5
U143,V026,0
U089,V080,0
U078,V028,1
U141,V049,0
U113,V091,0
U183,V078,4
U111,V010,3
U026,V089,5
U198,V074,3
U096,V076,2
U103,V023,2
U059,V078,4
U115,V072,2
U077,V097,4
U176,V079,4
U107,V042,0
U068,V048,2
U190,V066,3
U163,V019,1
U007,V007,4
U136,V015,1
U047,V021,5
U100,V030,1
U128,V056,0
U099,V014,1
U018,V097,5
U027,V073,2
U027,V078,5
U126,V007,2
U121,V033,2
U133,V092,2
U124,V023,4
U192,V021,5
U091,V094,1
U140,V080,2
U094,V090,3
U061,V026,2
U080,V047,3
U180,V085,3
U187,V001,1
U135,V040,1
U111,V037,0
U128,V001,4
U078,V026,4
U196,V021,0
U106,V023,2
U020,V067,1
U173,V024,4
U066,V056,4
U182,V047,0
U187,V012,2
U063,V094,4
U159,V052,2
U072,V007,1
U168,V039,2
U156,V006,3
U182,V095,5
U035,V020,1
U199,V084,2
U129,V089,3
U071,V083,0
U001,V061,0
U041,V029,0
U010,V078,4
U144,V091,0
U149,V039,1
U048,V023,3
U033,V034,2
U031,V084,5
U200,V041,3
U017,V061,5
U166,V013,0
U156,V024,4
U156,V040,4
U020,V034,3
U103,V044,1
U109,V004,4
U125,V019,1
U023,V099,4
U136,V052,0
U164,V010,0
U177,V067,3
U051,V050,1
U031,V028,4
U149,V030,3
U025,V070,4
U062,V007,4
U142,V061,0
U061,V070,2
U149,V026,4
U002,V003,3
U035,V037,1
U020,V081,2
U067,V015,1
U051,V011,4
U054,V053,2
U041,V071,1
U117,V077,4
U175,V048,0
U101,V031,2
U173,V034,4
U162,V100,2
U038,V040,0
U086,V041,1
U167,V075,3
U066,V078,1
U156,V086,2
U152,V087,3
U128,V088,4
U069,V002,5
U188,V037,5
U108,V093,1
U017,V096,5
U010,V020,2
U095,V070,4
U147,V038,3
U035,V086,1
U009,V089,3
U005,V024,4
U194,V090,1
U123,V018,3
U128,V079,0
U011,V096,5
U075,V044,2
U072,V070,2
U059,V090,3
U199,V067,1
U161,V021,1
U037,V095,3
U001,V007,3
U040,V066,0
U180,V042,5
U131,V032,2
U064,V094,3
U180,V044,4
U072,V067,2
U086,V007,4
U076,V078,4
U025,V097,5
U118,V032,4
U048,V087,2
U050,V027,3
U064,V042,5
U056,V072,4
U047,V002,1
U003,V063,2
U146,V033,3
U038,V084,4
U043,V041,0
U185,V001,1
U175,V067,3
U005,V030,2
U188,V023,4
U191,V009,1
U017,V029,2
U077,V063,1
U009,V069,0
U165,V097,3
U023,V066,1
U118,V021,0
U110,V015,1
U085,V001,1
U143,V053,2
U019,V034,0
U187,V091,4
U108,V044,5
U105,V044,0
U158,V037,4
U019,V074,3
U183,V022,3
U027,V033,1
U004,V035,5
U040,V056,3
U193,V060,0
U062,V086,3
U115,V056,2
U137,V085,2
U002,V039,0
U034,V025,3
U135,V086,5
U019,V004,5
U100,V089,1
U175,V061,2
U046,V019,3
U183,V027,0
U052,V049,2
U175,V018,2
U175,V064,1
U058,V024,3
U060,V076,4
U014,V069,3
U085,V088,3
U057,V035,2
U118,V095,0
U178,V064,0
U169,V097,4
U039,V068,5
U163,V036,4
U063,V055,3
U065,V089,3
U003,V078,3
U187,V067,3
U143,V035,3
U064,V080,3
U103,V051,3
U097,V081,4
U164,V077,0
U157,V006,3
U178,V009,5
U011,V092,2
U014,V004,1
U162,V011,2
U135,V002,4
U183,V008,5
U065,V053,1
U044,V076,1
U070,V004,0
U097,V045,5
U150,V006,0
U139,V076,4
U119,V040,4
U187,V081,3
U127,V014,0
U015,V018,0
U059,V065,1
U046,V094,0
U192,V063,0
U132,V001,4
U146,V074,0
U200,V099,0
U120,V065,3
U200,V052,1
U082,V098,4
U190,V065,2
U043,V008,2
U037,V071,3
U192,V079,5
U188,V059,0
U175,V013,4
U174,V095,3
U199,V004,0
U085,V027,4
U033,V050,1
U082,V091,0
U122,V053,3
U115,V071,0
U045,V052,1
U151,V078,2
U099,V067,4
U098,V017,1
U027,V004,2
U112,V065,5
U194,V087,4
U042,V085,0
U144,V052,2
U161,V013,4
U046,V097,4
U107,V006,2
U120,V071,0
U040,V085,2
U029,V016,3
U134,V054,1
U122,V096,0
U150,V064,5
U081,V065,0
U168,V091,0
U198,V015,0
U035,V011,2
U019,V098,2
U185,V071,4
U009,V033,5
U173,V037,1
U185,V098,5
U199,V024,1
U187,V071,4
U186,V039,2
U008,V050,4
U013,V094,5
U157,V070,4
U131,V041,0
U052,V035,3
U150,V066,4
U036,V058,0
U198,V094,3
U141,V053,0
U085,V096,1
U019,V024,3
U190,V014,0
U067,V048,4
U137,V076,4
U131,V072,4
U016,V038,0
U124,V009,0
U085,V034,2
U057,V091,4
U033,V059,0
U097,V027,3
U143,V068,0
U079,V073,3
U157,V057,1
U082,V071,2
U084,V033,1
U041,V073,0
U123,V023,0
U139,V075,1
U128,V064,1
U128,V067,3
U114,V049,3
U162,V028,1
U116,V040,2
U089,V086,4
U145,V071,4
U072,V023,4
U082,V057,4
U098,V087,0
U182,V069,0
U125,V007,3
U167,V032,3
U198,V091,2
U173,V041,2
U168,V047,4
U185,V040,3
U176,V095,2
U183,V074,1
U189,V066,4
U110,V005,5
U046,V038,0
U087,V089,2
U043,V084,2
U033,V004,3
U157,V047,1
U081,V039,3
U191,V073,4
U058,V064,5
U180,V051,3
U084,V100,3
U110,V020,3
U195,V030,4
U049,V096,4
U156,V075,1
U074,V022,5
U131,V077,4
U063,V083,4
U117,V028,3
U119,V025,4
U070,V003,5
U044,V016,2
U120,V096,3
U007,V095,4
U189,V061,2
U004,V045,5
U136,V041,2
U188,V064,4
U125,V082,1
U086,V067,4
U151,V031,2
U097,V099,4
U191,V064,1
U149,V088,3
U069,V033,4
U118,V010,0
U052,V072,1
U157,V039,0
U149,V028,2
U174,V028,0
U161,V066,0
U007,V046,4
U195,V072,3
U155,V002,4
U157,V059,1
U110,V094,5
U095,V029,1
U039,V096,0
U081,V079,0
U183,V090,0
U018,V002,1
U121,V055,3
U047,V044,4
U128,V041,3
U063,V041,2
U180,V040,1
U062,V008,5
U041,V033,3
U179,V053,4
U168,V092,3
U106,V055,0
U107,V068,3
U034,V083,1
U172,V035,0
U144,V066,4
U146,V061,1
U099,V052,4
U165,V077,1
U096,V022,0
U144,V100,3
U065,V047,2
U121,V046,1
U031,V010,4
U172,V062,3
U187,V057,2
U008,V053,0
U072,V048,0
U087,V067,1
U120,V073,3
U100,V023,4
U048,V080,4
U103,V030,3
U184,V032,3
U162,V027,0
U107,V086,0
U013,V020,2
U136,V067,0
U189,V095,4
U113,V018,1
U193,V030,2
U066,V063,2
U071,V059,1
U168,V007,1
U116,V098,4
U113,V026,0
U068,V032,1
U187,V029,5
U139,V032,1
U023,V084,3
U180,V045,0
U184,V001,0
U162,V079,0
U080,V082,1
U068,V059,5
U150,V088,1
U105,V001,1
U101,V064,5
U042,V040,4
U079,V046,0
U162,V099,0
U091,V060,4
U002,V072,0
U093,V003,1
U116,V008,0
U168,V018,1
U024,V069,5
U029,V091,2
U150,V070,5
U004,V094,3
U021,V050,3
U128,V024,3
U188,V097,3
U157,V038,1
U197,V052,1
U017,V031,4
U047,V070,2
U005,V038,0
U086,V030,1
U005,V010,1
U091,V008,5
U068,V035,1
U021,V007,5
U090,V024,2
U190,V035,0
U106,V093,3
U094,V077,3
U067,V044,2
U187,V031,0
U019,V018,3
U111,V008,1
U189,V081,0
U038,V010,0
U050,V069,3
U001,V044,0
U170,V100,3
U011,V098,0
U075,V038,3
U183,V034,2
U018,V012,1
U096,V063,4
U197,V013,4
U104,V029,0
U122,V015,5
U110,V012,4
U042,V050,3
U145,V035,2
U029,V088,2
U140,V045,2
U030,V016,5
U137,V020,5
U005,V042,3
U119,V052,1
U119,V012,3
U162,V013,4
U095,V020,3
U157,V096,2
U110,V098,0
U178,V003,0
U180,V076,4
U087,V070,4
U164,V063,0
U065,V078,4
U024,V095,2
U125,V064,1
U156,V088,2
U163,V049,1
U120,V037,3
U124,V045,2
U003,V053,2
U122,V042,2
U007,V100,2
U165,V083,0
U015,V009,4
U111,V079,2
U043,V012,2
U004,V042,0
U073,V067,5
U088,V041,1
U196,V097,1
U047,V076,1
U080,V066,1
U090,V095,0
U117,V056,3
U024,V026,3
U190,V084,2
U083,V080,5
U038,V007,1
U154,V022,5
U025,V072,0
U102,V038,1
U002,V026,3
U115,V016,2
U185,V060,0
U038,V071,3
U078,V031,5
U148,V052,4
U006,V082,3
U073,V008,2
U063,V080,3
U106,V035,2
U118,V026,4
U144,V057,0
U029,V004,4
U180,V034,1
U193,V065,2
U061,V079,0
U134,V034,1
U149,V085,5
U124,V020,4
U183,V006,5
U048,V033,2
U053,V032,5
U032,V097,4
U114,V025,4
U136,V064,0
U178,V095,1
U102,V067,1
U034,V033,0
U052,V023,3
U195,V029,3
U093,V049,4
U063,V074,2
U053,V069,4
U096,V025,1
U026,V100,1
U152,V041,1
U131,V079,2
U110,V087,4
U164,V037,4
U036,V083,3
U050,V062,5
U178,V085,3
U065,V046,2
U083,V030,4
U159,V093,0
U081,V073,1
U172,V034,4
U009,V032,3
U151,V070,1
U065,V060,0
U045,V074,0
U151,V035,4
U098,V073,3
U190,V030,0
U001,V057,0
U128,V084,2
U184,V018,4
U053,V061,4
U128,V076,1
U003,V019,4
U101,V066,0
U139,V094,2
U127,V087,3
U001,V073,0
U106,V099,0
U165,V014,4
U022,V057,2
U172,V098,3
U043,V083,0
U142,V053,0
U196,V053,2
U083,V069,3
U093,V048,3
U058,V070,0
U122,V027,2
U143,V017,0
U066,V046,1
U031,V056,0
U085,V095,4
U085,V078,0
U016,V087,2
U095,V051,1
U029,V075,0
U106,V075,3
U184,V043,5
U115,V074,0
U032,V045,0
U182,V082,3
U116,V023,4
U174,V022,4
U059,V018,0
U181,V086,4
U136,V004,3
U091,V016,1
U141,V100,1
U092,V023,1
U192,V024,5
U123,V068,0
U034,V100,1
U181,V047,5
U085,V060,2
U173,V023,4
U185,V006,3
U167,V016,3
U059,V037,5
U150,V062,3
U192,V039,1
U142,V018,2
U132,V062,1
U115,V081,0
U179,V097,2
U063,V038,5
U089,V013,3
U005,V053,3
U090,V013,5
U178,V048,4
U160,V079,2
U179,V028,0
U176,V044,2
U091,V032,1
U018,V064,0
U184,V058,0
U121,V029,3
U126,V093,0
U119,V062,4
U152,V011,2
U066,V086,3
U119,V038,4
U031,V019,5
U195,V008,4
U036,V004,0
U163,V043,0
U064,V019,5
U090,V057,1
U109,V003,5
U114,V065,0
U063,V030,2
U082,V081,1
U137,V062,1
U091,V048,3
U012,V084,4
U164,V035,4
U196,V055,3
U042,V081,1
U186,V062,1
U113,V087,5
U093,V064,1
U042,V049,4
U159,V010,3
U182,V023,1
U130,V062,5
U044,V086,3
U200,V038,3
U023,V088,2
U148,V025,4
U042,V024,2
U068,V069,2
U194,V020,1
U104,V035,4
U162,V059,4
U061,V003,1
U154,V047,5
U101,V004,0
U088,V099,5
U017,V001,4
U057,V062,4
U164,V081,1
U193,V092,4
U112,V058,2
U190,V002,2
U177,V056,0
U068,V087,1
U093,V058,0
U095,V062,2
U171,V034,1
U103,V080,1
U085,V030,5
U190,V098,4
U177,V100,2
U091,V096,4
U172,V031,5
U062,V004,0
U004,V028,2
U200,V005,0
U151,V028,0
U139,V031,1
U189,V007,2
U026,V021,3
U181,V072,0
U008,V044,3
U036,V013,4
U117,V072,1
U022,V041,2
U041,V067,3
U084,V022,2
U070,V037,1
U034,V071,2
U053,V095,0
U144,V063,1
U121,V049,0
U180,V090,2
U191,V088,1
U044,V036,3
U124,V008,0
U137,V050,4
U166,V097,1
U123,V030,3
U005,V071,2
U003,V047,0
U005,V070,1
U074,V029,3
U102,V028,0
U181,V009,1
U122,V088,4
U064,V091,3
U170,V009,4
U029,V084,2
U011,V053,0
U064,V016,3
U005,V025,4
U169,V063,3
U073,V038,4
U099,V046,1
U146,V030,4
U082,V059,2
U016,V090,0
U072,V046,4
U176,V018,3
U092,V006,3
U032,V010,5
U080,V056,0
U040,V081,4
U174,V080,3
U179,V036,2
U144,V045,2
U021,V090,3
U182,V072,1
U003,V028,0
U002,V055,3
U151,V091,0
U031,V015,3
U133,V019,1
U101,V083,1
U176,V020,3
U083,V055,0
U044,V015,0
U149,V014,2
U026,V076,3
U080,V099,1
U170,V093,5
U030,V023,1
U008,V056,5
U077,V055,5
U008,V022,1
U074,V048,2
U018,V014,4
U029,V099,2
U049,V018,3
U169,V030,5
U118,V004,2
U013,V091,1
U117,V094,0
U104,V025,5
U186,V049,4
U185,V091,2
U095,V038,2
U099,V100,2
U095,V065,3
U018,V003,2
U013,V007,0
U188,V009,5
U116,V059,1
U048,V055,1
U029,V064,0
U077,V054,4
U063,V010,5
U186,V019,1
U186,V100,1
U166,V063,4
U127,V005,1
U094,V100,2
U046,V096,1
U097,V048,5
U195,V062,3
U039,V099,1
U163,V071,1
U077,V075,4
U052,V064,2
U093,V087,4
U066,V089,0
U050,V097,1
U195,V040,4
U024,V046,1
U114,V052,4
U002,V041,1
U030,V030,1
U176,V092,2
U009,V001,1
U014,V059,3
U161,V039,4
U175,V049,1
U038,V050,4
U143,V023,2
U111,V012,5
U143,V092,4
U055,V088,3
U126,V086,4
U153,V100,4
U141,V059,3
U045,V038,4
U008,V011,3
U126,V084,4
U176,V047,3
U167,V052,4
U113,V017,3
U035,V096,5
U101,V075,0
U095,V090,5
U069,V075,1
U073,V007,5
U158,V061,1
U027,V032,0
U022,V069,4
U050,V028,0
U110,V038,5
U135,V056,0
U060,V088,1
U180,V065,0
U009,V048,0
U017,V073,2
U082,V039,2
U132,V057,0
U056,V039,5
U033,V100,4
U119,V073,5
U064,V084,0
U041,V087,4
U118,V062,1
U030,V085,3
U198,V048,0
U144,V078,1
U110,V077,1
U111,V024,3
U142,V009,0
U019,V087,2
U084,V059,3
U172,V019,0
U070,V061,3
U026,V062,1
U049,V050,4
U199,V035,5
U074,V089,3
U142,V051,2
U075,V071,0
U132,V088,4
U113,V078,4
U019,V008,2
U124,V058,4
U139,V061,0
U060,V057,2
U072,V013,4
U029,V055,2
U129,V097,4
U074,V076,2
U015,V025,2
U111,V065,4
U100,V028,0
U088,V043,1
U097,V066,0
U149,V084,3
U024,V091,1
U128,V082,2
U071,V080,1
U082,V088,0
U181,V099,5
U019,V025,0
U024,V047,4
U032,V099,3
U044,V068,3
U152,V093,4
U047,V098,1
U043,V021,3
U062,V044,0
U195,V038,5
U187,V063,3
U042,V073,2
U145,V092,0
U155,V074,3
U006,V046,1
U066,V053,3
U145,V022,4
U166,V011,2
U181,V037,4
U153,V091,0
U066,V019,3
U111,V027,1
U021,V035,4
U122,V098,2
U033,V008,4
U133,V067,4
U118,V020,0
U054,V022,1
U004,V034,4
U173,V071,4
U024,V028,0
U092,V012,1
U027,V031,3
U066,V072,5
U084,V006,2
U067,V067,2
U187,V096,0
U001,V067,2
U198,V095,1
U017,V067,4
U019,V007,4
U171,V040,4
U107,V097,1
U178,V072,3
U008,V068,1
U138,V050,1
U086,V093,5
U181,V063,4
U067,V083,4
U011,V022,1
U018,V049,2
U177,V059,3
U094,V012,3
U014,V014,5
U009,V016,3
U157,V051,1
U166,V010,3
U157,V088,1
U103,V092,3
U096,V008,0
U045,V036,3
U021,V057,0
U113,V073,5
U171,V091,2
U124,V028,0
U128,V005,0
U122,V047,3
U139,V086,5
U091,V049,3
U132,V053,0
U165,V063,1
U069,V019,2
U095,V011,3
U138,V030,4
U186,V023,5
U069,V016,3
U093,V084,3
U016,V020,0
U025,V081,0
U007,V015,1
U083,V042,3
U095,V069,0
U063,V061,0
U139,V056,0
U130,V034,1
U045,V033,0
U102,V057,1
U031,V088,1
U097,V064,1
U033,V039,1
U131,V029,0
U133,V046,2
U080,V031,4
U157,V097,0
U009,V094,1
U126,V005,1
U164,V061,5
U127,V062,1
U016,V012,3
U003,V014,3
U027,V088,2
U174,V067,1
U150,V069,5
U003,V043,0
U125,V068,5
U164,V025,4
U162,V073,2
U173,V091,4
U024,V009,3
U145,V093,2
U112,V050,1
U187,V036,1
U036,V027,0
U182,V022,4
U164,V014,3
U117,V047,1
U047,V066,5
U010,V054,1
U037,V017,3
U148,V015,3
U067,V030,1
U117,V092,0
U185,V039,2
U116,V027,3
U118,V054,0
U122,V049,5
U157,V071,2
U039,V013,1
U136,V045,3
U013,V060,2
U161,V023,1
U104,V086,3
U114,V064,0
U125,V035,3
U060,V051,4
U161,V077,1
U200,V079,5
U124,V094,0
U057,V040,1
U098,V036,0
U186,V040,5
U052,V009,1
U072,V016,0
U132,V033,0
U189,V005,0
U129,V096,1
U096,V084,4
U078,V002,3
U109,V034,4
U050,V049,2
U147,V072,1
U124,V034,0
U163,V061,4
U103,V073,3
U075,V023,1
U023,V005,2
U050,V074,2
U134,V088,4
U080,V029,2
U114,V039,0
U165,V091,5
U113,V058,4
U037,V001,4
U008,V085,2
U110,V056,3
U196,V038,4
U140,V047,3
U118,V024,2
U001,V064,0
U141,V031,3
U092,V020,3
U088,V096,5
U060,V048,3
U142,V088,3
U021,V020,2
U063,V021,5
U003,V092,5
U011,V082,3
U185,V083,3
U038,V098,1
U150,V076,2
U148,V069,3
U037,V031,2
U030,V071,5
U111,V100,4
U165,V001,5
U195,V018,2
U085,V098,0
U157,V009,4
U062,V037,4
U172,V090,1
U149,V038,5
U151,V099,0
U172,V084,1
U023,V093,2
U029,V062,1
U194,V063,5
U020,V064,0
U088,V057,2
U191,V084,2
U126,V088,1
U112,V051,3
U145,V043,2
U082,V026,0
U115,V019,4
U054,V057,3
U036,V055,4
U049,V042,1
U189,V072,4
U011,V084,4
U036,V098,1
U142,V096,3
U168,V072,3
U135,V023,4
U005,V043,2
U150,V098,4
U165,V035,4
U154,V021,1
U066,V064,4
U122,V040,4
U150,V033,5
U173,V084,0
U142,V067,0
U177,V022,2
U083,V021,0
U129,V100,4
U022,V079,3
U127,V043,2
U051,V012,0
U163,V023,3
U171,V064,4
U007,V037,4
U008,V039,4
U102,V093,0
U119,V036,5
U036,V077,5
U106,V043,2
U077,V090,2
U098,V083,4
U052,V004,4
U121,V085,0
U165,V028,5
U111,V062,4
U178,V045,4
U195,V051,4
U183,V045,5
U187,V028,0
U117,V084,0
U100,V033,1
U145,V004,1
U104,V047,3
U119,V055,3
U180,V086,4
U105,V086,4
U019,V076,0
U139,V093,3
U058,V097,3
U172,V081,4
U083,V082,1
U183,V039,0
U095,V079,5
U005,V028,3
U006,V053,5
U049,V009,3
U113,V004,4
U190,V040,4
U008,V065,4
U117,V081,2
U041,V070,4
U182,V056,3
U152,V082,4
U166,V016,4
U180,V041,1
U049,V083,0
U014,V016,4
U134,V080,4
U122,V071,0
U126,V055,5
U023,V032,4
U167,V095,4
U086,V024,3
U200,V085,4
U088,V062,1
U040,V032,0
U159,V087,1
U067,V032,1
U144,V054,1
U067,V038,4
U111,V059,5
U127,V012,3
U165,V050,2
U129,V070,4
U045,V008,0
U061,V062,1
U101,V026,3
U138,V056,1
U169,V077,4
U157,V056,0
U042,V099,5
U160,V040,0
U069,V035,4
U106,V037,1
U013,V090,0
U042,V003,2
U195,V010,2
U166,V035,4
U160,V071,4
U070,V007,1
U115,V037,5
U107,V047,1
U125,V078,4
U091,V030,3
U155,V055,5
U136,V091,2
U008,V080,2
U020,V093,4
U055,V045,4
U082,V013,2
U086,V011,4
U059,V021,4
U039,V042,3
U112,V005,2
U135,V037,5
U084,V043,0
U170,V096,2
U030,V074,0
U078,V010,5
U071,V068,1
U019,V019,0
U196,V032,4
U039,V071,2
U052,V070,2
U028,V088,1
U079,V024,4
U150,V018,4
U200,V033,5
U138,V087,4
U194,V018,1
U135,V049,2
U059,V010,3
U138,V010,1
U123,V098,5
U106,V076,1
U137,V100,4
U061,V012,0
U154,V095,1
U083,V094,2
U043,V011,2
U146,V048,1
U196,V082,0
U064,V089,3
U059,V022,4
U149,V008,5
U147,V060,0
U110,V033,1
U083,V065,0
U144,V053,0
U079,V065,5
U148,V065,1
U031,V060,4
U061,V010,0
U061,V075,2
U044,V040,0
U030,V079,1
U031,V022,1
U169,V067,4
U188,V048,5
U106,V063,0
U172,V077,5
U070,V060,0
U134,V072,4
U003,V041,0
U156,V100,5
U087,V043,0
U077,V034,1
U111,V044,5
U153,V077,2
U132,V044,3
U127,V089,0
U042,V021,1
U143,V060,4
U014,V096,4
U199,V020,1
U119,V064,2
U129,V020,2
U199,V007,5
U129,V084,2
U096,V045,2
U067,V007,1
U092,V087,0
U086,V087,1
U134,V001,0
U108,V086,1
U080,V021,0
U005,V034,0
U031,V044,2
U151,V077,2
U062,V047,0
U040,V004,0
U073,V055,4
U043,V069,2
U106,V060,4
U155,V028,2
U084,V018,0
U103,V007,5
U059,V089,3
U193,V021,2
U136,V098,3
U051,V081,2
U179,V064,0
U200,V043,0
U150,V019,3
U078,V043,3
U142,V065,2
U003,V018,1
U199,V010,1
U110,V093,3
U150,V023,2
U005,V045,5
U136,V063,1
U065,V091,4
U143,V016,4
U115,V039,4
U020,V078,3
U021,V013,1
U005,V078,0
U016,V031,1
U003,V035,4
U090,V071,0
U109,V076,0
U136,V083,2
U061,V022,4
U003,V017,2
U190,V003,1
U054,V030,4
U101,V017,3
U176,V023,5
U167,V042,0
U013,V077,4
U046,V030,3
U039,V029,3
U174,V026,3
U008,V055,1
U188,V100,4
U093,V035,0
U028,V018,3
U078,V004,5
U108,V022,2
U153,V034,2
U038,V091,0
U086,V015,5
U070,V010,4
U105,V011,1
U094,V046,0
U113,V036,0
U052,V056,1
U057,V090,2
U104,V066,0
U200,V068,1
U197,V040,0
U108,V048,4
U176,V050,3
U011,V043,2
U107,V019,4
U052,V060,0
U103,V003,4
U111,V068,3
U192,V089,3
U140,V035,1
U109,V031,3
